Unique Loan ID,Product,Product Type Vertical,Customer Id,Order Type,Origination Date - Vintage,GMV - USD,Down Payment Amount - USD,Loan Amount - USD,Current Loan Balance - USD,Total Paid Towards Capital - USD,Total Paid Towards Fees - USD,Amount in Arrears without fees - USD,Fees Accrued - USD,Installments in Arrears,Amount to be Caused,Installments to be Caused,1st Installment Due Date,1st Installment Amount - USD,1st Installment Completion Date,Delay for 1st Installment Payment - Days,2nd Installment Due Date,2nd Installment Amount - USD,2nd Installment Completion Date,Delay for 2nd Installment Payment - Days,3rd Installment Due Date,3rd Installment Amount - USD,3rd Installment Completion Date,Delay for 3rd Installment Payment - Days,Order Status,Loan delay - DPD,Factoring,FPD,Transaction Period,Merchant Id,User Credit Score
11689388,SPLIT_1,Supermercados,zPGB6jsTuvWzeSLqaVT8+Q==,Follow up order,17/12/2024,20.68,12.41,8.27,0.0,8.27,4.0,0.0,4.0,0,0.0,0,31/12/2024,8.27,23/03/2025,82,,,,,,,,,CLOSED,,Yes,No,14,NU0IJR73NwgJt1UxwmzWPA==,460.0
11031728,SPLIT_1,Supermercados,Sh+ZMvC7bRwjWtInuGXS8A==,Follow up order,10/12/2024,53.68,26.84,26.84,0.0,26.84,0.0,0.0,0.0,0,0.0,0,24/12/2024,26.84,25/12/2024,1,,,,,,,,,CLOSED,,No,No,14,iTsIO2xva0VuJgrBUvswTw==,252.0
9850337,SPLIT_3,Deporte,rZZoc6yVHd7Bt2sffxSZjQ==,Follow up order,24/11/2024,48.75,29.25,19.5,0.0,19.5,0.0,0.0,0.0,0,0.0,0,08/12/2024,6.5,28/11/2024,0,22/12/2024,6.5,12/12/2024,0.0,05/01/2025,6.5,03/01/2025,0.0,CLOSED,,No,No,42,PuBISOvtsGh4MCLQ3dZu3Q==,459.0
13012211,SPLIT_3,Hogar,vOtMTSccPDwjN8TWz6MzoQ==,Follow up order,28/12/2024,29.48,11.79,17.69,0.0,17.69,0.0,0.0,0.0,0,0.0,0,11/01/2025,5.9,11/01/2025,0,25/01/2025,5.9,24/01/2025,0.0,08/02/2025,5.9,06/02/2025,0.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,407.0
16927114,SPLIT_1,Supermercados,s61tcTCoYq8QNNoMNceODg==,Follow up order,05/03/2025,41.24,16.5,24.74,0.0,24.74,0.0,0.0,0.0,0,0.0,0,19/03/2025,24.74,19/03/2025,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,9.0
15618642,SPLIT_3,Moda,3HDm3w6h46h+mpz/ZXDjPA==,Follow up order,13/02/2025,39.95,19.98,19.98,0.0,19.97,0.0,0.0,0.0,0,0.0,0,27/02/2025,6.66,26/02/2025,0,13/03/2025,6.66,12/03/2025,0.0,27/03/2025,6.66,26/03/2025,0.0,CLOSED,,No,No,42,lXAVT6CVxjwpZgt2BTUsYw==,422.0
17513999,SPLIT_3,Hogar,RAObK8LyjdnmgOdePOzCDQ==,Follow up order,15/03/2025,44.9,17.96,26.94,17.96,8.98,0.0,0.0,0.0,0,17.96,2,29/03/2025,8.98,26/03/2025,0,12/04/2025,8.98,,-11.0,26/04/2025,8.98,,-25.0,IN_PROGRESS,,No,No,42,BCtlDx4vdKC7PdCpwHbPEA==,440.0
8863906,SPLIT_1,Supermercados,GVEiaGLu9T6ukr2emZ8PjQ==,Follow up order,05/11/2024,89.4,53.64,35.76,0.0,35.76,4.0,0.0,4.0,0,0.0,0,19/11/2024,35.76,07/02/2025,80,,,,,,,,,CLOSED,,Yes,No,14,iTsIO2xva0VuJgrBUvswTw==,470.0
9282750,SPLIT_3,Hogar,hAjWbJ8ZcX5C0VXuysG+gA==,First order,15/11/2024,155.0,93.0,62.0,0.0,62.0,0.0,0.0,0.0,0,0.0,0,29/11/2024,20.67,22/11/2024,0,13/12/2024,20.67,27/11/2024,0.0,27/12/2024,20.67,23/12/2024,0.0,CLOSED,,No,No,42,54QqRofD50uh/+aBKvorGQ==,433.0
9811343,SPLIT_3,Moda,6IHlsOSK4prB43nOTOHtvw==,Follow up order,23/11/2024,181.97,72.79,109.18,0.0,109.18,0.0,0.0,0.0,0,0.0,0,07/12/2024,36.39,04/12/2024,0,21/12/2024,36.39,20/12/2024,0.0,04/01/2025,36.39,04/01/2025,0.0,CLOSED,,No,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,447.0
17598821,SPLIT_3,Tecnología,PI8nbsak/fwXdfNdiBRLsg==,Follow up order,15/03/2025,39.99,16.0,23.99,16.0,8.0,0.0,0.0,0.0,0,16.0,2,29/03/2025,8.0,21/03/2025,0,12/04/2025,8.0,,-11.0,26/04/2025,8.0,,-25.0,IN_PROGRESS,,No,No,42,l3fnODoc0dcnoLbn6bAvGw==,19.0
17189052,SPLIT_3,Moda,Pe/owhWZ4xLCXjjCmMGF3Q==,Follow up order,09/03/2025,45.91,27.55,18.36,12.24,6.12,0.0,0.0,0.0,0,12.24,2,23/03/2025,6.12,13/03/2025,0,06/04/2025,6.12,,-5.0,20/04/2025,6.12,,-19.0,IN_PROGRESS,,No,No,42,JOtgkrN0VF34Z2mv1+6SIw==,426.0
10693594,SPLIT_3,Hogar,l6s1twU5fjHIaTbJYzsCvQ==,Follow up order,06/12/2024,30.6,18.36,12.24,0.0,12.24,0.0,0.0,0.0,0,0.0,0,20/12/2024,4.08,18/12/2024,0,03/01/2025,4.08,03/01/2025,0.0,17/01/2025,4.08,18/01/2025,1.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,519.0
14976080,SPLIT_3,Moda,iKdIVowKPniPHpc3VIjODA==,Follow up order,01/02/2025,63.6,25.44,38.16,0.0,38.16,4.0,0.0,4.0,0,0.0,0,15/02/2025,12.72,09/02/2025,0,01/03/2025,12.72,05/03/2025,4.0,15/03/2025,12.72,07/03/2025,0.0,CLOSED,,Yes,No,42,7zRO7wMDFpHXWpsQTk0Eqg==,436.0
17442735,SPLIT_1,Farmacias,Y5DWgO+N2RgEwMq/JqtTFg==,Follow up order,14/03/2025,51.57,30.94,20.63,0.0,20.63,0.0,0.0,0.0,0,0.0,0,28/03/2025,20.63,29/03/2025,1,,,,,,,,,CLOSED,,No,No,14,NqfeCmO2UMrSDU8E+DVeWA==,417.0
10166999,SPLIT_3,Hogar,u2LRbxO9LGVQztkFd7efrg==,Follow up order,29/11/2024,51.99,26.0,26.0,0.0,25.99,0.0,0.0,0.0,0,0.0,0,13/12/2024,8.67,14/12/2024,1,27/12/2024,8.67,27/12/2024,0.0,10/01/2025,8.67,09/01/2025,0.0,CLOSED,,No,No,42,tpMsJYvuS2QUa2vZw0+Euw==,465.0
14033320,SPLIT_1,Supermercados,Zt3VraJlGzR/kftmzbroQA==,Follow up order,15/01/2025,105.96,63.58,42.38,0.0,42.38,0.0,0.0,0.0,0,0.0,0,29/01/2025,42.38,24/01/2025,0,,,,,,,,,CLOSED,,No,No,14,iTsIO2xva0VuJgrBUvswTw==,447.0
9052310,SPLIT_1,Supermercados,hbFk0Dvyrd5+jhNYV1LEKg==,Follow up order,09/11/2024,319.95,241.95,78.0,0.0,78.0,0.0,0.0,0.0,0,0.0,0,23/11/2024,78.0,15/11/2024,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,21.0
8692217,SPLIT_1,Farmacias,mgKGRtvX8rwGVhOAiMP0Lg==,Follow up order,02/11/2024,38.62,15.45,23.17,0.0,23.17,0.0,0.0,0.0,0,0.0,0,16/11/2024,23.17,15/11/2024,0,,,,,,,,,CLOSED,,No,No,14,Z+kqz6YUtrCMely1yVv4vg==,15.0
9071361,SPLIT_3,Moda,DDG0tc5ObZQfo/kPlXr9jA==,Follow up order,10/11/2024,100.0,60.0,40.0,0.0,40.0,0.0,0.0,0.0,0,0.0,0,24/11/2024,13.33,21/11/2024,0,08/12/2024,13.33,02/12/2024,0.0,22/12/2024,13.33,02/12/2024,0.0,CLOSED,,No,No,42,FVh6z0dTXqIe7Hh5AugqHQ==,486.0
17734532,SPLIT_1,Supermercados,f6Q6yBT58kS27wQfcSQ7Zg==,Follow up order,17/03/2025,58.74,35.24,23.5,0.0,23.5,0.0,0.0,0.0,0,0.0,0,31/03/2025,23.5,31/03/2025,0,,,,,,,,,CLOSED,,No,No,14,MEfKpO57t6uxlUVSvph68w==,397.0
16426986,SPLIT_3,Servicios,nAQhZoyRKFKFCtve3lCVDA==,Follow up order,25/02/2025,335.01,167.5,167.5,55.84,111.67,0.0,0.0,0.0,0,55.84,1,11/03/2025,55.84,10/03/2025,0,25/03/2025,55.84,25/03/2025,0.0,08/04/2025,55.84,,-7.0,IN_PROGRESS,,No,No,42,IWWoMhuYRQavuvZb0MNNNg==,430.0
9028172,SPLIT_1,Supermercados,mTHjAHiZDZwWkSLMEBY8Ww==,Follow up order,09/11/2024,49.04,19.62,29.42,0.0,29.42,0.0,0.0,0.0,0,0.0,0,23/11/2024,29.42,23/11/2024,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,10.0
14507276,SPLIT_1,Farmacias,TEphbk351+5KX/gdto63tQ==,Follow up order,24/01/2025,44.38,17.75,26.63,0.0,26.63,0.0,0.0,0.0,0,0.0,0,07/02/2025,26.63,30/01/2025,0,,,,,,,,,CLOSED,,No,No,14,OfRrywKkExUCzMKl0MOi3A==,14.0
18733732,SPLIT_1,Supermercados,22r9IkUF0q4LYNWjL1LWvA==,Follow up order,31/03/2025,35.78,14.31,21.47,21.47,0.0,0.0,0.0,0.0,0,21.47,1,14/04/2025,21.47,,-13,,,,,,,,,IN_PROGRESS,,No,No,14,r+ueXd9/clDlHy3ND3lEYw==,403.0
18304790,SPLIT_3,Moda,ieoTBCjVwaL9F2epbC+DuA==,Follow up order,26/03/2025,32.0,19.2,12.8,12.8,0.0,0.0,0.0,0.0,0,12.8,3,09/04/2025,4.27,,-8,23/04/2025,4.27,,-22.0,07/05/2025,4.27,,-36.0,IN_PROGRESS,,No,No,42,DCDgLvn3g2YgH0h1xlfp1w==,418.0
14950968,SPLIT_3,Moda,flxb64U1nevwSQF4g0KIWw==,Follow up order,01/02/2025,25.63,15.38,10.25,10.25,0.0,0.0,10.25,12.0,3,0.0,0,15/02/2025,3.42,,45,01/03/2025,3.42,,31.0,15/03/2025,3.42,,17.0,DELAYED,45.0,Yes,Yes,42,d76s7ADMeTVozuJdV7LiTA==,477.0
15698035,SPLIT_3,Moda,KVFq70mflL02qctC4RBj2A==,Follow up order,14/02/2025,25.09,10.04,15.05,5.02,10.04,0.0,5.02,4.0,1,0.0,0,28/02/2025,5.02,23/02/2025,0,14/03/2025,5.02,01/03/2025,0.0,28/03/2025,5.02,,4.0,DELAYED,4.0,Yes,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,471.0
10632415,SPLIT_1,Supermercados,6tqnuAFHHKqeZmQXtj7s4Q==,Follow up order,05/12/2024,31.32,15.66,15.66,0.0,15.66,0.0,0.0,0.0,0,0.0,0,19/12/2024,15.66,16/12/2024,0,,,,,,,,,CLOSED,,No,No,14,6JssTzdlF8/iuv5zgUohig==,541.0
15014401,SPLIT_3,Hogar,SQZT4nQy8D1eKtIey0qTHQ==,Follow up order,02/02/2025,65.96,32.98,32.98,0.0,32.98,0.0,0.0,0.0,0,0.0,0,16/02/2025,10.99,13/02/2025,0,02/03/2025,10.99,13/02/2025,0.0,16/03/2025,10.99,13/03/2025,0.0,CLOSED,,No,No,42,H2rnrmfHoc2tGaJ6KilK5g==,323.0
12818349,SPLIT_3,Moda,DsD3Tf/J+3Dj6XPsPAX8cA==,Follow up order,26/12/2024,25.0,15.0,10.0,3.33,6.67,0.0,3.33,4.0,1,0.0,0,09/01/2025,3.33,10/01/2025,1,23/01/2025,3.33,23/01/2025,0.0,06/02/2025,3.33,,54.0,DELAYED,54.0,Yes,No,42,FVh6z0dTXqIe7Hh5AugqHQ==,312.0
10575253,SPLIT_6,Hogar,18nfbw3zLNLPNfoT/T9YOg==,Follow up order,04/12/2024,270.0,54.0,216.0,0.0,108.0,4.0,0.0,4.0,0,0.0,0,18/12/2024,36.0,04/12/2024,0,01/01/2025,36.0,04/12/2024,0.0,15/01/2025,36.0,10/02/2025,26.0,IN_PROGRESS,,Yes,No,84,54QqRofD50uh/+aBKvorGQ==,394.0
18359934,SPLIT_1,Supermercados,6BWRv5M/1Yc4MQKGs84jMQ==,Follow up order,26/03/2025,91.1,36.44,54.66,54.66,0.0,0.0,0.0,0.0,0,54.66,1,09/04/2025,54.66,,-8,,,,,,,,,IN_PROGRESS,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,481.0
14014873,SPLIT_1,Supermercados,dgME+H9RZn+mn7uOLVAz5g==,Follow up order,15/01/2025,28.8,11.52,17.28,0.0,17.28,0.0,0.0,0.0,0,0.0,0,29/01/2025,17.28,29/01/2025,0,,,,,,,,,CLOSED,,No,No,14,PN1wd0fA257WikPjq7fG4A==,426.0
8919745,SPLIT_3,Hogar,UkQFk5BSyygrezNhmT/YZw==,Follow up order,07/11/2024,33.99,20.39,13.6,0.0,13.6,0.0,0.0,0.0,0,0.0,0,21/11/2024,4.53,12/11/2024,0,05/12/2024,4.53,02/12/2024,0.0,19/12/2024,4.53,16/12/2024,0.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,330.0
14597023,SPLIT_1,Restaurantes,ElRH31bXjMIFxPzCPzvjrw==,Follow up order,25/01/2025,23.94,11.97,11.97,0.0,11.97,0.0,0.0,0.0,0,0.0,0,08/02/2025,11.97,02/02/2025,0,,,,,,,,,CLOSED,,No,No,14,edVTGNHhy4iY0CN4Suw8Aw==,524.0
15124813,SPLIT_3,Moda,0RRv5ttt1vJMsOFOmgij1A==,Follow up order,04/02/2025,48.0,14.4,33.6,0.0,33.6,4.0,0.0,4.0,0,0.0,0,18/02/2025,11.2,21/02/2025,3,04/03/2025,11.2,01/03/2025,0.0,18/03/2025,11.2,20/03/2025,2.0,CLOSED,,Yes,No,42,cz7zuYf2pRa7tLJHlZGyMQ==,426.0
10841988,SPLIT_3,Salud,cYsem27KrJOd4bnaTU6XIQ==,Follow up order,07/12/2024,189.29,94.64,94.64,0.0,94.64,0.0,0.0,0.0,0,0.0,0,21/12/2024,31.55,19/12/2024,0,04/01/2025,31.55,26/12/2024,0.0,18/01/2025,31.55,30/12/2024,0.0,CLOSED,,No,No,42,R0ZCRS6R/wzL7yglV4RpuQ==,444.0
11697960,SPLIT_3,Moda,su9nA1ISwjKOyBW8U1i6mA==,Follow up order,17/12/2024,28.79,17.27,11.52,0.0,11.52,0.0,0.0,0.0,0,0.0,0,31/12/2024,3.84,01/01/2025,1,14/01/2025,3.84,15/01/2025,1.0,28/01/2025,3.84,27/01/2025,0.0,CLOSED,,No,No,42,BGlBvvpQ7DCk6yIK8lrtWQ==,498.0
17922217,SPLIT_3,Hogar,GbvT9w8FBbn3wVtQkl27JA==,Follow up order,20/03/2025,30.86,12.34,18.52,12.34,6.17,0.0,0.0,0.0,0,12.34,2,03/04/2025,6.17,27/03/2025,0,17/04/2025,6.17,,-16.0,01/05/2025,6.17,,-30.0,IN_PROGRESS,,No,No,42,BCtlDx4vdKC7PdCpwHbPEA==,462.0
14085251,SPLIT_3,Moda,hDFii1ZJK4mNgudedOo/jQ==,Follow up order,16/01/2025,68.99,27.6,41.39,0.0,41.39,0.0,0.0,0.0,0,0.0,0,30/01/2025,13.8,27/01/2025,0,13/02/2025,13.8,13/02/2025,0.0,27/02/2025,13.8,21/02/2025,0.0,CLOSED,,No,No,42,7zRO7wMDFpHXWpsQTk0Eqg==,300.0
14458577,SPLIT_3,Servicios,ehIz8xJw0HpzMR0rBmtOHw==,Follow up order,23/01/2025,85.0,42.5,42.5,0.0,42.5,0.01,0.0,0.0,0,0.0,0,06/02/2025,14.17,05/02/2025,0,20/02/2025,14.17,05/02/2025,0.0,06/03/2025,14.17,10/02/2025,0.0,CLOSED,,No,No,42,v6sAMHNMFFet3zOQ+Zw6gQ==,26.0
11472552,SPLIT_1,Supermercados,0egOz3wpRhEg8/Pw6r2RvQ==,Follow up order,15/12/2024,57.31,28.66,28.66,0.0,28.65,0.0,0.0,0.0,0,0.0,0,29/12/2024,28.66,31/12/2024,2,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,447.0
14217396,SPLIT_3,Moda,Bgx7Dt/GBtDErwy9mPEIDA==,Follow up order,18/01/2025,95.1,57.06,38.04,0.0,38.04,0.0,0.0,0.0,0,0.0,0,01/02/2025,12.68,30/01/2025,0,15/02/2025,12.68,16/02/2025,1.0,01/03/2025,12.68,01/03/2025,0.0,CLOSED,,No,No,42,me96Wy1Ue0H+PLI+tTZI1w==,470.0
11210326,SPLIT_3,Moda,cR8JKFXREewqcgBYmiOtTQ==,Follow up order,13/12/2024,28.5,17.1,11.4,0.0,11.4,0.0,0.0,0.0,0,0.0,0,27/12/2024,3.8,14/12/2024,0,10/01/2025,3.8,27/12/2024,0.0,24/01/2025,3.8,27/12/2024,0.0,CLOSED,,No,No,42,QJTbtR+dMadFcjhwlaRtqA==,365.0
13287147,SPLIT_3,Moda,6JERg4ro/EXOVhz5EMMQZQ==,Follow up order,30/12/2024,30.0,18.0,12.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,13/01/2025,4.0,07/01/2025,0,27/01/2025,4.0,08/01/2025,0.0,10/02/2025,4.0,14/01/2025,0.0,CLOSED,,No,No,42,KtyLyK1onMG9xgYjnLDVJQ==,512.0
17552274,SPLIT_3,Herramientas,o7fiyTzMYlC4XVc4LOxPEA==,First order,15/03/2025,206.11,123.67,82.44,54.96,27.48,0.0,0.0,0.0,0,54.96,2,29/03/2025,27.48,27/03/2025,0,12/04/2025,27.48,,-11.0,26/04/2025,27.48,,-25.0,IN_PROGRESS,,No,No,42,uI7alqOWob9Np4lHPibAsA==,340.0
9731361,SPLIT_3,Hogar,CMNdk0q1FLaNZpLolcYH7Q==,Follow up order,22/11/2024,27.31,16.39,10.92,0.0,10.92,4.0,0.0,4.0,0,0.0,0,06/12/2024,3.64,12/12/2024,6,20/12/2024,3.64,12/12/2024,0.0,03/01/2025,3.64,12/12/2024,0.0,CLOSED,,Yes,No,42,YCP1aZI53vtLqP9R4u+01Q==,329.0
10008662,SPLIT_1,Supermercados,nqneARBfV3gNF4E1wz20ww==,Follow up order,27/11/2024,55.32,33.19,22.13,0.0,22.13,4.0,0.0,4.0,0,0.0,0,11/12/2024,22.13,09/01/2025,29,,,,,,,,,CLOSED,,Yes,No,14,08FZdIcdcc4bmMoFfurhZA==,411.0
9333848,SPLIT_3,Moda,wWD6Zek9wg+zrwdhwK1TsQ==,Follow up order,16/11/2024,55.49,33.29,22.2,0.0,22.2,0.0,0.0,0.0,0,0.0,0,30/11/2024,7.4,29/11/2024,0,14/12/2024,7.4,13/12/2024,0.0,28/12/2024,7.4,23/12/2024,0.0,CLOSED,,No,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,452.0
16298689,SPLIT_3,Moda,1+77Rpw6zWS/3RscSUZcfw==,Follow up order,23/02/2025,31.7,12.68,19.02,0.0,19.02,0.0,0.0,0.0,0,0.0,0,09/03/2025,6.34,01/03/2025,0,23/03/2025,6.34,01/03/2025,0.0,06/04/2025,6.34,14/03/2025,0.0,CLOSED,,No,No,42,DRF0aLK1R8VfODn/jvjkDg==,449.0
14224691,SPLIT_1,Farmacias,Arvzsmx3ivS2QthPWm2+iw==,Follow up order,18/01/2025,44.64,17.86,26.78,0.0,26.78,0.0,0.0,0.0,0,0.0,0,01/02/2025,26.78,27/01/2025,0,,,,,,,,,CLOSED,,No,No,14,yHuQLuMe9Xb10iOw6fc5OQ==,447.0
9095359,SPLIT_3,Hogar,XyxMZ7/kna9DaR1qpUXmZA==,Follow up order,10/11/2024,48.37,29.02,19.35,0.0,19.35,0.0,0.0,0.0,0,0.0,0,24/11/2024,6.45,23/11/2024,0,08/12/2024,6.45,07/12/2024,0.0,22/12/2024,6.45,21/12/2024,0.0,CLOSED,,No,No,42,H2rnrmfHoc2tGaJ6KilK5g==,415.0
13182343,SPLIT_1,Supermercados,U//EHyG39dEf6Plj+/PHwg==,Follow up order,30/12/2024,49.73,29.84,19.89,4.84,15.05,0.0,4.84,4.0,1,0.0,0,13/01/2025,19.89,,78,,,,,,,,,DELAYED,78.0,Yes,Yes,14,PN1wd0fA257WikPjq7fG4A==,458.0
12797771,SPLIT_3,Moda,m5R6fzlcC2LZ1yYJf9UTZQ==,First order,26/12/2024,46.0,27.6,18.4,0.0,18.4,0.0,0.0,0.0,0,0.0,0,09/01/2025,6.13,06/01/2025,0,23/01/2025,6.13,06/01/2025,0.0,06/02/2025,6.13,06/02/2025,0.0,CLOSED,,No,No,42,DRF0aLK1R8VfODn/jvjkDg==,456.0
13121087,SPLIT_3,Moda,OTreZcSWrV9FuPbiwgLvMA==,Follow up order,29/12/2024,36.49,21.89,14.6,0.0,14.58,0.02,0.0,0.02,0,0.0,0,12/01/2025,4.87,11/01/2025,0,26/01/2025,4.87,26/01/2025,0.0,09/02/2025,4.87,06/02/2025,0.0,CLOSED,,No,No,42,JOtgkrN0VF34Z2mv1+6SIw==,422.0
13423435,SPLIT_3,Moda,/h2T/NRcFI+jnUEetjrejA==,First order,31/12/2024,59.0,35.4,23.6,12.74,10.86,4.0,12.74,12.0,2,0.0,0,14/01/2025,7.87,10/02/2025,27,28/01/2025,7.87,,63.0,11/02/2025,7.87,,49.0,DELAYED,63.0,Yes,No,42,KtyLyK1onMG9xgYjnLDVJQ==,420.0
8633323,SPLIT_1,Salud,NoY3rwRAW6RQiWt4UvZ6lw==,Follow up order,01/11/2024,43.44,26.06,17.38,0.0,17.38,0.0,0.0,0.0,0,0.0,0,15/11/2024,17.38,16/11/2024,1,,,,,,,,,CLOSED,,No,No,14,FIu3ojmGU7Q6J74ynRfg/g==,445.0
9557760,SPLIT_3,Tecnología,8EkGTKxDtmO4UEkulNPpbg==,Follow up order,19/11/2024,84.0,33.6,50.4,0.0,50.4,0.0,0.0,0.0,0,0.0,0,03/12/2024,16.8,21/11/2024,0,17/12/2024,16.8,13/12/2024,0.0,31/12/2024,16.8,21/12/2024,0.0,CLOSED,,No,No,42,qyDZM00IeQR8siGlx0IpaA==,420.0
9040192,SPLIT_3,Moda,uVFsbbRrl2LbVN+sdEW+2g==,Follow up order,09/11/2024,26.6,15.96,10.64,0.0,10.64,0.0,0.0,0.0,0,0.0,0,23/11/2024,3.55,22/11/2024,0,07/12/2024,3.55,06/12/2024,0.0,21/12/2024,3.55,17/12/2024,0.0,CLOSED,,No,No,42,JOtgkrN0VF34Z2mv1+6SIw==,371.0
16074433,SPLIT_1,Supermercados,G7uLOQg5Tkheu55kF3mZ4w==,Follow up order,19/02/2025,31.93,19.16,12.77,0.0,12.77,0.0,0.0,0.0,0,0.0,0,05/03/2025,12.77,05/03/2025,0,,,,,,,,,CLOSED,,No,No,14,WPZKmKLCfa4sHxius3lfOA==,468.0
14311020,SPLIT_3,Moda,zycYKg6LXHV5mJSkW1BA7A==,Follow up order,20/01/2025,59.0,35.4,23.6,0.0,23.6,4.0,0.0,4.0,0,0.0,0,03/02/2025,7.87,03/02/2025,0,17/02/2025,7.87,16/02/2025,0.0,03/03/2025,7.87,15/03/2025,12.0,CLOSED,,Yes,No,42,KuDCXmVAe+Cag8RKSO/2XA==,355.0
13697330,SPLIT_1,Supermercados,6l1KbxfmYSNujvjSNRFH7w==,Follow up order,07/01/2025,44.11,22.05,22.05,0.0,22.05,0.0,0.0,0.0,0,0.0,0,21/01/2025,22.05,12/01/2025,0,,,,,,,,,CLOSED,,No,No,14,R5CR70cr4kOrzznTpSJjkw==,423.0
13648086,SPLIT_3,Moda,IoGlIirq+Tc2DTm2yPcgJg==,Follow up order,06/01/2025,33.51,13.4,20.11,0.0,20.11,0.0,0.0,0.0,0,0.0,0,20/01/2025,6.7,09/01/2025,0,03/02/2025,6.7,18/01/2025,0.0,17/02/2025,6.7,24/01/2025,0.0,CLOSED,,No,No,42,2/yqpNtYh5RXlXcaTbafow==,16.0
10746086,SPLIT_3,Tecnología,cw/JykVvrdK9Ho0+WKPSRQ==,Follow up order,06/12/2024,39.0,23.4,15.6,0.0,15.6,0.0,0.0,0.0,0,0.0,0,20/12/2024,5.2,11/12/2024,0,03/01/2025,5.2,22/12/2024,0.0,17/01/2025,5.2,22/12/2024,0.0,CLOSED,,No,No,42,3XtQnAi0UBBbtxCwpQQy3g==,480.0
13433628,SPLIT_1,Supermercados,maktIsy0ZpJB5+GjlTvFmQ==,First order,31/12/2024,45.86,27.52,18.34,0.0,18.34,0.0,0.0,0.0,0,0.0,0,14/01/2025,18.34,10/01/2025,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,352.0
11730761,SPLIT_3,Moda,iIBJUaNRDnRG2CaD9IGkvg==,Follow up order,18/12/2024,33.0,13.2,19.8,0.0,19.8,0.0,0.0,0.0,0,0.0,0,01/01/2025,6.6,31/12/2024,0,15/01/2025,6.6,15/01/2025,0.0,29/01/2025,6.6,31/01/2025,2.0,CLOSED,,No,No,42,DL+ixz3uqWHrPUJSuwvegQ==,3.0
12383148,SPLIT_3,Moda,ey/D02n+k+yM+NFl+RI5Sg==,Follow up order,22/12/2024,25.99,15.59,10.4,0.0,10.4,0.0,0.0,0.0,0,0.0,0,05/01/2025,3.47,03/01/2025,0,19/01/2025,3.47,20/01/2025,1.0,02/02/2025,3.47,20/01/2025,0.0,CLOSED,,No,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,417.0
15123896,SPLIT_3,Hogar,vXN+sl18GVLZQ89FWy/uAw==,First order,04/02/2025,130.0,78.0,52.0,0.0,52.0,0.0,0.0,0.0,0,0.0,0,18/02/2025,17.33,13/02/2025,0,04/03/2025,17.33,04/03/2025,0.0,18/03/2025,17.33,17/03/2025,0.0,CLOSED,,No,No,42,54QqRofD50uh/+aBKvorGQ==,449.0
16175617,SPLIT_3,Servicios,VPYvY6lz+hc0i76mUwiTIw==,First order,21/02/2025,90.0,54.0,36.0,12.0,24.0,0.0,0.0,0.0,0,12.0,1,07/03/2025,12.0,07/03/2025,0,21/03/2025,12.0,21/03/2025,0.0,04/04/2025,12.0,,-3.0,IN_PROGRESS,,No,No,42,5qzylgWEZdCL6+oaki+G0A==,436.0
16189736,SPLIT_1,Supermercados,3dAmQLFyqt6SGTmwu7LmMw==,Follow up order,21/02/2025,42.17,16.87,25.3,0.0,25.3,0.0,0.0,0.0,0,0.0,0,07/03/2025,25.3,07/03/2025,0,,,,,,,,,CLOSED,,No,No,14,Lk9lEbKtvk47pbZgWgvtAQ==,470.0
10718370,SPLIT_3,Herramientas,v/5ayoAeafU7LF07ol6Emw==,First order,06/12/2024,40.0,24.0,16.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0,20/12/2024,5.33,12/12/2024,0,03/01/2025,5.33,18/12/2024,0.0,17/01/2025,5.33,18/12/2024,0.0,CLOSED,,No,No,42,C36Hf5LgyKbRGL0Gk+uH3Q==,455.0
15449715,SPLIT_1,Supermercados,5L9MUYVHZFAU9e05BR5uvA==,Follow up order,10/02/2025,26.36,15.82,10.54,0.0,10.54,0.0,0.0,0.0,0,0.0,0,24/02/2025,10.54,23/02/2025,0,,,,,,,,,CLOSED,,No,No,14,iTsIO2xva0VuJgrBUvswTw==,429.0
